statement,category,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,x_tsne,x_pca,y_tsne,y_pca
always triple check that your parts are compatible before buying computer parts,General reference,0,1,1,0,0,1,-41.999695,-0.1021431983717193,22.8586,-0.055758860050024193
always trust in god,Religion and belief systems,1,0,0,0,0,1,61.17225,-0.06115764749009988,41.13142,-0.023031230039417788
ambition is not a vice of little people,People and self,1,0,0,1,1,0,19.565992,-0.07354783521607823,26.435217,0.03188305756592988
america did the right thing when it broke away from britain in 1776,History and events,1,1,0,1,1,0,18.001263,-0.13400776465082195,77.42049,0.11400104214673266
america is a place where courage and conviction can make a difference,General reference,1,1,0,1,1,1,17.273808,-0.1273697750483042,75.10227,0.14328301401658142
america should strive to uphold democracy and human rights across the world,General reference,1,0,0,0,1,0,14.632244,-0.17887146814125873,73.38826,0.2137443099029118
america's growing diversity should be welcomed and we protect them with laws against exploitation sexism and racism,Human activities,1,0,0,1,1,0,10.435328,-0.15755967705718538,59.406223,0.22383462382941846
american's need to enact pollicies that made american great again,History and events,1,0,0,1,1,1,8.088961,-0.16991536453488182,78.98026,0.23353925614538515
americans are done with hypocritical politicians,Society and social sciences,1,0,0,1,1,0,1.0551763,-0.11817626310297283,72.73944,0.17843670041006418
americans are greedy as a society,Society and social sciences,1,1,0,1,1,1,25.137852,-0.12854823420005854,51.936386,0.061831132263910155
americans are hard working and have optimism,Culture and the arts,1,1,0,1,1,0,18.76499,-0.11208648153107191,75.61903,0.09587655594727458
americans have never been afraid of the future,Society and social sciences,1,1,0,1,1,1,18.98266,-0.10986546853591492,75.12615,0.08415523854311144
americans know what is right and wrong,Society and social sciences,1,1,0,1,1,1,19.081923,-0.13072707416019516,77.497025,0.1178084902619265
americans want progressive values,Society and social sciences,1,1,0,1,1,1,5.7039466,-0.13579316297393176,78.93349,0.21854137139632346
americans want republican leaders,Society and social sciences,1,1,0,1,1,1,9.919847,-0.12092743112901078,85.00884,0.18664781314635145
americans with an intelligence are able to see who is worthy and who is not,People and self,1,0,0,1,1,1,19.439274,-0.10576083063104455,76.96628,0.09798450443769334
an accountant is good at mathematics and logic,Mathematics and logic,0,0,0,0,0,0,70.46955,-0.04362125439781445,2.258806,-0.035212367844315515
an apple a day keeps the doctor away,Health and fitness,1,0,0,1,1,0,-50.114532,-0.10525498916646654,24.600485,-0.0973410977435627
an education isn`t how much you have committed to memory or even how much you know it`s being able to differentiate between what you know and what you don`t,General reference,0,0,1,1,1,1,36.841362,-0.13408010435211312,27.910221,-0.07001010537233684
an eminent reputation is as dangerous as a bad one,Health and fitness,0,0,0,1,0,1,24.308485,-0.07208864146715596,31.16054,-0.0510036218553772
an ideal wife is one who remains faithful to you but tries to be just as charming as if she weren`t,General reference,0,0,0,0,0,1,11.13081,-0.032842072783969604,-2.0078502,-0.026773493988102942
an increase from 3 to 9 million cases of gout over a decade suggests that the change in human lifestyle influences the development of the disease,Health and fitness,0,0,0,0,0,1,-60.56787,-0.12647583009358185,23.142546,-0.0475213464604322
an intelligent hell would be better than a stupid paradise,Philosophy and thinking,1,0,1,1,1,0,38.093563,-0.07815206952427294,23.108288,0.0021914348128115996
an invitation would make you want to go to a party,People and self,1,1,0,1,0,1,-60.111305,0.0014768729827115954,-67.323,-0.04968001306497976
an open border leaves citizens unprotected and presents a conflict between the governed and the government,Society and social sciences,0,1,0,1,0,0,-16.300821,-0.14333801562755355,55.189915,0.10207468753055417
an ounce of performance is worth pounds of promises,Philosophy and thinking,1,0,1,1,1,1,21.988394,-0.06185959951535282,31.741798,-0.01954752736396897
anchors should not ask loaded questions to their interviewees,Human activities,0,0,0,0,1,1,-48.13386,-0.06648018516597604,0.72450525,-0.040024348616568284
animal agriculture is responsible for many greenhouse gases therefore raising cattle causes global warming,History and events,0,0,0,0,0,1,-13.400654,-0.1403573512740873,37.85796,-0.03814202250024109
animals are instinctively afraid of the sight or even the track of man,Natural and physical sciences,0,0,0,0,0,1,-11.824621,-0.07719531150401406,23.994152,-0.09036628194346273
ann will help people who are in trouble,Human activities,1,1,0,1,1,0,-12.1810055,-0.0014923923455118673,74.802055,0.0451478539300076
another democratic vote can help secure what's good for our future,Society and social sciences,1,0,0,1,1,1,-1.0125561,-0.09968751862469306,89.27381,0.24429315145666264
another victory like that one and we are lost,People and self,1,0,1,1,1,1,1.4969535,-0.01490093217230671,40.25194,0.020383850596579087
antisemitism is evil and should be condemned,Religion and belief systems,1,1,0,1,0,1,24.53074,-0.11028878015570794,44.87925,0.09726883282164474
anxiety in children is originally nothing other than an expression of the fact they are feeling the loss of the person they love,General reference,0,1,1,1,1,1,19.447422,-0.02230425503485614,10.025128,-0.08157381309315119
any number multiplied by one stays the same,Mathematics and logic,0,1,1,0,1,1,80.75521,-0.06582692266701008,5.9976463,-0.08344391449913181
any number multiplied by zero is always zero,Mathematics and logic,0,1,0,0,0,0,80.66828,-0.06418898405269881,6.4757442,-0.08954142908133327
anyone can talk to god but god only talks back to crazy people,Religion and belief systems,1,0,1,1,1,0,59.34729,-0.05827081853158793,39.328228,-0.07323641619408745
anything that is too stupid to be spoken is sung,People and self,1,1,0,1,1,1,-11.424354,-0.07081813149668921,-5.9439073,-0.1094022674765709
apparently men can be cured of drugs drink gambling biting his nails and picking his nose but not of marrying,People and self,1,1,1,1,1,0,7.7726803,-0.06057085804834006,-2.3640332,-0.05220611071957933
apple can be red,Natural and physical sciences,0,1,0,1,0,0,-49.393723,-0.05625993066267142,24.325346,-0.09490254184179234
apple has some of the best technology,General reference,1,1,1,0,1,0,41.5058,-0.07590183172190222,61.68666,0.003380438248604699
aristotle plato and socrates were greek philosophers,Culture and the arts,0,0,0,0,0,0,53.19374,-0.09974285258942117,22.10048,-0.026194510101969503
arizonans have solid conservative values,General reference,0,0,0,0,1,1,12.167558,-0.10767050643016925,81.38789,0.1584039362991459
arresting criminals is for cops and courts not politicians,General reference,0,0,0,0,0,0,-33.075474,-0.1499677048335554,74.5417,0.12856903102634498
art begins with resistance at the point where resistance is overcome no human masterpiece has ever been created without great labor,Culture and the arts,1,1,1,1,1,1,17.782219,-0.09862163402711825,22.617775,-0.06096289982755394
art in museums can inspire people to write stories,Culture and the arts,1,1,0,1,1,1,47.770596,-0.07512387965964226,-8.965594,-0.07080112674374525
as a small businesswoman i know firsthand how the shutdown impacts our families,Society and social sciences,1,1,0,1,1,0,-14.697314,-0.11629040293295219,63.795773,0.10975874688717845
as men advance in life all passions resolve themselves into money love ambition even poetry end in this,Geography and places,1,0,1,0,1,1,18.747004,-0.03356131516078547,29.891676,-0.05928143064185101
as people go their own way destiny goes with them,Philosophy and thinking,1,0,1,1,1,0,31.755411,-0.05487922352532728,16.136211,-0.04276762836999408
as society advances the standard of poverty rises,Society and social sciences,1,0,0,1,1,0,29.587337,-0.13237003315509283,52.43004,0.03076495765706827
asia is the largest continent in the whole world,Geography and places,0,1,0,0,0,0,70.56985,-0.11447879010741836,29.749414,-0.0479524423857304
asking a writer what he thinks about criticism is like asking a lamppost what it feels about dogs,Culture and the arts,1,0,1,1,1,0,33.757324,-0.030801146811880207,39.092808,-0.07734895417154128
assassination is the extreme form of censorship,People and self,1,0,1,1,0,0,20.530924,-0.08595503835560704,54.48932,0.02950445294885041
assist them in an invention help them scratch,Culture and the arts,0,0,0,0,1,1,-5.0560627,-0.03760420159054472,23.581867,-0.01394593953120971
at twenty everyone is republican,General reference,1,0,0,0,1,1,9.977475,-0.0861434661754932,86.296265,0.07238956535827391
australia is an island continent,Geography and places,1,1,1,0,0,0,71.602036,-0.11514892610460475,29.11355,-0.05521062174438867
australia is the only island nation that is also a continent,General reference,0,1,0,0,0,0,71.62979,-0.1033355328732804,29.100773,-0.04014108954343328
authority doesn`t work without prestige or prestige without distance,Society and social sciences,1,0,0,1,1,1,23.26654,-0.06430760937646972,32.218895,-0.02405087244057747
avoid close contact with people who are ill,Health and fitness,0,1,0,1,0,1,-40.51036,-0.1357900181729827,44.798668,-0.07549977784047833
bad administration to be sure can destroy good policy but good administration can never save bad policy,Society and social sciences,1,0,1,1,1,1,19.570871,-0.10831681166077615,47.7319,0.0516294127856198
balls are round,General reference,0,1,0,0,0,0,69.88327,-0.07897772198762433,18.871342,-0.0895242403325243
basic actions to protect the spread of coronavirus are needed,Health and fitness,1,0,0,1,1,0,-41.233784,-0.17067520110070608,48.61693,0.10798487365333494
basic math is used in everyday life,Mathematics and logic,1,1,0,1,0,0,75.00113,-0.09869282201149576,1.212486,-0.0707937010723866
bats are the only flying mammal,General reference,0,1,0,0,0,0,15.299716,-0.09031067046172793,-45.418182,-0.0451028476791793
be approximately right rather than exactly wrong,General reference,1,1,1,1,1,0,25.918394,-0.08583880483343206,11.266684,-0.0602767205543654
be clear be transparent be prepared be prepared to show your sources and be prepared to show your methodologies that backup your analysis,Human activities,1,1,0,1,1,0,46.072456,-0.12226415860176916,26.131674,0.047761506752097234
be gentle to your enemy same as to an old oven,Philosophy and thinking,1,0,1,1,1,0,26.858147,-0.05833856515375441,1.4542288,-0.053919910532341714
be too busy to have time for regrets,People and self,1,1,0,1,1,0,9.202637,-0.06682557127400596,36.15366,-0.07450577016805855
be who you are and say what you feel because those who mind don't matter and those who matter don't mind,Philosophy and thinking,1,0,1,1,1,1,28.52672,-0.09074072263643289,5.912364,-0.02745918446860772
be wiser than other people if you can but do not tell them so,General reference,1,1,1,1,1,0,27.042854,-0.10284918644324846,6.8347073,-0.07861103592639085
before a marriage a man will lie awake all night thinking about something you`ve said after marriage he`ll fall asleep before you finish saying it,People and self,1,1,1,1,1,1,6.6589675,0.006712537163101386,-4.589169,-0.15819900460136524
before receiving unemployment compensation a peron must show the proof of identity,Culture and the arts,0,1,0,1,0,0,-45.891563,-0.0874708017063592,0.81425315,0.016338758469623238
being bored would make you want to use a television,People and self,0,1,1,1,1,1,-22.176363,-0.0757790032309548,-0.04278157,-0.15219295971383318
being bored would make you want to watch tv,Human activities,1,1,0,1,1,1,-22.141167,-0.06359305644915575,-0.096707515,-0.15257356552693432
being cold would make you want to get warm,Health and fitness,0,1,0,1,1,1,-4.4734406,-0.05811512716728001,-24.85511,-0.14832738572167417
being depressed would make you want to hit the bottle,People and self,1,1,1,1,1,1,-20.447512,-0.048890976383083956,-14.238657,-0.13214682075735742
being dirty would make you want to bathe,People and self,1,1,0,0,0,1,-20.29907,-0.053360546573428175,-24.072313,-0.15387558709159546
being dirty would make you want to take a bath,People and self,0,1,0,0,1,1,-20.231577,-0.05396374313333789,-24.079552,-0.1700657666080355
being healthy and exercising frequently can help improve your mental health,Health and fitness,0,1,0,1,0,1,-56.65875,-0.1303360834438638,17.267708,-0.06042190224602069
being hot would make you want to go for a swim,Human activities,1,1,0,1,1,1,-12.038281,-0.035728019603372,-25.081812,-0.1550702690101762
being hungry would make you want to eat a hamburger,People and self,1,1,1,1,1,0,-28.976915,-0.05861858536958689,-15.815501,-0.14409336918357366
being hungry would make you want to eat dinner,Human activities,0,1,0,1,0,1,-28.925491,-0.05778116185139628,-16.163479,-0.15087850412398413
being hungry would make you want to go to a restaurant,People and self,1,1,0,1,1,0,-29.041712,-0.06905039449983982,-15.572908,-0.14549895651688458
being hungry would make you want to have lunch,Human activities,0,1,0,1,1,1,-28.760181,-0.05287338885999214,-16.436539,-0.142238069190688
being hungry would make you want to make bread,People and self,1,1,0,1,1,1,-27.3478,-0.05630791269776389,-16.06676,-0.15084682885954537
being in a hurry would make you want to eat quickly,Human activities,1,1,0,1,1,1,-29.87532,-0.058607076653871916,-16.56258,-0.18393709729052293
