statement,elicitation,committer
A caridade degrada aqueles que a recebem e endurece aqueles que a dispensam.,Amazon Translate,Amir
"Verificar a família, os amigos e os vizinhos é crucial.",Amazon Translate,Amir
A química está incluída no campo das ciências físicas.,Amazon Translate,Amir
As crianças são como pessoas adultas. A experiência dos outros nunca é útil para eles.,Amazon Translate,Amir
"Muitas vezes, as crianças podem ser barulhentas.",Amazon Translate,Amir
As crianças não devem ser ensinadas a ter vergonha da própria cor da pele.,Amazon Translate,Amir
As crianças não devem ter acesso fácil aos fogos de artifício.,Amazon Translate,Amir
Livros infantis nunca podem ser uma ameaça para a sociedade.,Amazon Translate,Amir
A China tem a maior densidade populacional.,Amazon Translate,Amir
A China está do outro lado da Terra dos EUA.,Amazon Translate,Amir
Invista $10 ou mais para ajudar Steve hoje.,Amazon Translate,Amir
Escolha um emprego que você ame e nunca precisará trabalhar um dia em sua vida.,Amazon Translate,Amir
O cristianismo é uma religião popular nos Estados Unidos.,Amazon Translate,Amir
O cristianismo é a religião mais praticada nos Estados Unidos.,Amazon Translate,Amir
Os cristãos seguem os ensinamentos de Cristo.,Amazon Translate,Amir
Chuck Schumer está zombando.,Amazon Translate,Amir
As cidades precisam de funcionários eleitorais para combater a corrupção.,Amazon Translate,Amir
Os cidadãos devem respeitar suas instituições e processos sociais.,Amazon Translate,Amir
A desobediência civil é justificada quando Deus a ordena.,Amazon Translate,Amir
A civilização avança ao ampliar o número de operações importantes que podemos realizar sem pensar nelas.,Amazon Translate,Amir
A mudança climática é uma séria ameaça que deve ser combatida.,Amazon Translate,Amir
A mudança climática não é falsa.,Amazon Translate,Amir
O café geralmente é servido quente.,Amazon Translate,Amir
O tempo frio faz você querer acender uma fogueira.,Amazon Translate,Amir
Coll ajudará o público no Congresso.,Amazon Translate,Amir
"As naturezas comuns pagam com o que fazem, as nobres com o que são.",Amazon Translate,Amir
"O senso comum é a mercadoria mais bem distribuída do mundo, pois todo homem está convencido de que está bem abastecido com ele.",Amazon Translate,Amir
O senso comum é a coleção de preconceitos adquiridos aos dezoito anos.,Amazon Translate,Amir
"Um projeto de lei de bom senso reconheceria o poder que as fazendas, florestas e bosques locais têm na criação de um futuro mais limpo para a vida selvagem e as pessoas, ao mesmo tempo em que ajuda a economia rural.",Amazon Translate,Amir
"A comunicação em uma empresa deve ser direta, independentemente da hierarquia, para realizar o trabalho da maneira mais rápida.",Amazon Translate,Amir
Os processadores de computador ficaram mais rápidos com o tempo.,Amazon Translate,Amir
Os computadores são melhores no processamento de uma grande quantidade de dados do que os humanos.,Amazon Translate,Amir
Os computadores são ferramentas incrivelmente complexas.,Amazon Translate,Amir
Os computadores nunca podem substituir um ser humano real.,Amazon Translate,Amir
Os computadores facilitaram nossas vidas.,Amazon Translate,Amir
Os computadores são ferramentas úteis.,Amazon Translate,Amir
Os computadores impactam nossa vida diária.,Amazon Translate,Amir
Concentrar atividades com um gigante da tecnologia tem efeitos prejudiciais na privacidade.,Amazon Translate,Amir
O Congresso deve superar o que é muito familiar.,Amazon Translate,Amir
O Congresso continua sob o controle do lobby das armas.,Amazon Translate,Amir
O Congresso deve ser proativo na proteção do meio ambiente.,Amazon Translate,Amir
O Congresso deve promulgar reformas sobre armas.,Amazon Translate,Amir
A consciência é a voz interior que nos avisa que alguém pode estar olhando.,Amazon Translate,Amir
Valores conservadores são as soluções mais óbvias para os problemas.,Amazon Translate,Amir
Os valores conservadores são práticos e beneficiam a maioria das pessoas.,Amazon Translate,Amir
Valores conservadores são a melhor maneira de ajudar os americanos.,Amazon Translate,Amir
Valores conservadores são a escolha óbvia.,Amazon Translate,Amir
Valores conservadores são a forma de proteger as liberdades.,Amazon Translate,Amir
"Considerando que a maioria dos autores de violência de gênero são homens, eles não devem se sentir ofendidos quando as mulheres expressam medo deles.",Amazon Translate,Amir
Os biscoitos são fofos.,Amazon Translate,Amir
As corporações não devem abandonar os estados devido às reformas eleitorais normais.,Amazon Translate,Amir
A vereadora Letitia Plummer apoiou Derrick.,Amazon Translate,Amir
Os países devem tomar medidas para evitar a fácil violação da propriedade intelectual.,Amazon Translate,Amir
Estrelas da música country costumam usar chapéus e botas de cowboy no palco.,Amazon Translate,Amir
A COVID-19 está impactando significativamente o setor de saúde.,Amazon Translate,Amir
"O coiote está sempre à espreita, sempre com fome.",Amazon Translate,Amir
A criatividade envolve a fusão de duas ideias distintas de uma forma inovadora.,Amazon Translate,Amir
"O crédito é um sistema em que uma pessoa, que não pode pagar, recebe outra pessoa, que também não pode pagar, para garantir que ela possa pagar.",Amazon Translate,Amir
O crime geralmente incita o desejo de servir à justiça.,Amazon Translate,Amir
É crucial prender os criminosos o mais cedo possível para proteger transeuntes inocentes.,Amazon Translate,Amir
Cultivar o uso responsável da tecnologia nas escolas é importante e previdente.,Amazon Translate,Amir
"Andrew Cuomo está em um caminho adequado, cuidando dos nova-iorquinos comuns.",Amazon Translate,Amir
A curiosidade é uma forma de bravura demonstrada pelas mulheres.,Amazon Translate,Amir
A curiosidade geralmente estimula a pessoa a investigar ou examinar coisas.,Amazon Translate,Amir
O cyberbullying deve ser completamente eliminado das plataformas de jogos.,Amazon Translate,Amir
O cinismo é uma interpretação mais cáustica da verdade.,Amazon Translate,Amir
Dana está ciente da importância crítica do controle de armas.,Amazon Translate,Amir
Dana entende a importância de manter as armas de fogo longe das mãos de quem não deveria possuí-las.,Amazon Translate,Amir
"Depois de namorar por um ano, as pessoas tendem a se sentir amadas.",Amazon Translate,Amir
Desfinanciar a polícia não é uma política prática.,Amazon Translate,Amir
Delgado servirá efetivamente no Congresso.,Amazon Translate,Amir
A delicadeza está para a afetação o que a graça está para a beleza.,Amazon Translate,Amir
A democracia não deve ser reduzida a um único partido determinando o que os afeta.,Amazon Translate,Amir
Os valores democráticos servem como um guia para uma tomada de decisão clara e boa.,Amazon Translate,Amir
Os democratas estão comprometidos com a defesa dos direitos humanos.,Amazon Translate,Amir
Os democratas não priorizam a religião.,Amazon Translate,Amir
Os democratas se transformaram no partido da destruição.,Amazon Translate,Amir
Os democratas possuem as habilidades necessárias para melhorar as coisas.,Amazon Translate,Amir
Os democratas são motivados politicamente para bloquear a reforma da polícia.,Amazon Translate,Amir
Os democratas se dedicam a preservar o meio ambiente.,Amazon Translate,Amir
"Os democratas defenderão o americano médio, não a elite.",Amazon Translate,Amir
Denver se formou na Stonewall Jackson High School em 1988.,Amazon Translate,Amir
Os diamantes são caros.,Amazon Translate,Amir
Os diamantes são lindos.,Amazon Translate,Amir
As dificuldades devem ser superadas.,Amazon Translate,Amir
"Para conter sua fome, você precisa comer alguma coisa.",Amazon Translate,Amir
Diplomacia é a arte de mandar alguém ir para o inferno de tal forma que fique ansioso pela jornada.,Amazon Translate,Amir
Roupas sujas geralmente precisam ser lavadas.,Amazon Translate,Amir
"Ao se desinvestir em combustíveis fósseis, as autoridades devem tomar decisões com base em evidências científicas.",Amazon Translate,Amir
"Não se envergonhe de seus erros. Nossa compreensão deles proporciona a melhor experiência de aprendizado, tornando-se uma forma poderosa de autoeducação.",Amazon Translate,Amir
"Não restrinja seus filhos ao seu próprio aprendizado, pois eles nasceram em uma época diferente.",Amazon Translate,Amir
Não julgue alguém até que você tenha vivenciado a situação dessa pessoa.,Amazon Translate,Amir
"Não se intrometa no comprimento da cauda de um burro em público; alguns dirão que é muito longa, outros que é muito curta.",Amazon Translate,Amir
Não discuta sua felicidade com os menos afortunados do que você.,Amazon Translate,Amir
Evite interferências entre marido e mulher.,Amazon Translate,Amir
Dr. Seuss não deve ser cancelado.,Amazon Translate,Amir
"Os médicos trabalham incansavelmente para manter nossa saúde, enquanto os cozinheiros se esforçam para satisfazer nosso apetite, muitas vezes com o último sendo mais bem-sucedido.",Amazon Translate,Amir
Os cães são conhecidos por sua lealdade.,Amazon Translate,Amir
Não se apaixone tanto a ponto de não perceber quando a chuva chega.,Amazon Translate,Amir
Não interfira com algo que não esteja incomodando você.,Amazon Translate,Amir
Não procure coisas ruins nas coisas boas que você faz.,Amazon Translate,Amir
"Não esconda seus erros, resolva-os.",Amazon Translate,Amir
"Não reabra feridas antigas para examinar suas origens, deixe-as curadas.",Amazon Translate,Amir
Não passe tempo com alguém de quem você não gosta.,Amazon Translate,Amir
"Nunca profetize. Se você profetizar errado, ninguém o esquecerá e se você profetizar corretamente, ninguém se lembrará disso.",Amazon Translate,Amir
Não menospreze o clima. Nove décimos das pessoas não conseguiriam iniciar uma conversa se ela não mudasse de vez em quando.,Amazon Translate,Amir
Não desperdice seu amor com alguém que não o valoriza.,Amazon Translate,Amir
"Doar é bom, mas é uma escolha.",Amazon Translate,Amir
A dúvida é uma dor muito solitária para saber que a fé é sua irmã gêmea.,Amazon Translate,Amir
O projeto de lei de Doug ajudaria a treinar a força de trabalho de classe mundial dos Estados Unidos para fabricar o EPI de que precisamos.,Amazon Translate,Amir
"Beber quando não estamos com sede e fazer amor o ano todo, senhora, isso é tudo que existe para nos distinguir dos outros animais.",Amazon Translate,Amir
Beber vai fazer você querer urinar.,Amazon Translate,Amir
Dirigir pode ser perigoso.,Amazon Translate,Amir
Os preços dos medicamentos estão fora de controle e precisamos de legislação para impedir os aumentos.,Amazon Translate,Amir
"Durante uma crise econômica, as empresas locais devem ser apoiadas pelos governos em vez de enfrentar obstáculos burocráticos.",Amazon Translate,Amir
Cada geração se imagina mais inteligente do que a anterior e mais sábia do que a que vem depois.,Amazon Translate,Amir
A votação antecipada deve ser aberta a todos.,Amazon Translate,Amir
"Coma menos, mova-se mais.",Amazon Translate,Amir
Comer alimentos saudáveis e se exercitar promovem uma boa saúde.,Amazon Translate,Amir
Comer alimentos saudáveis ajuda você a se manter saudável.,Amazon Translate,Amir
Os currículos educacionais devem dar aos alunos o espaço para se expressarem plenamente.,Amazon Translate,Amir
"A educação é uma coisa admirável, mas é bom lembrar de vez em quando que nada que valha a pena conhecer pode ser ensinado.",Amazon Translate,Amir
Os educadores precisam de nossa proteção para poderem realizar seu trabalho com segurança.,Amazon Translate,Amir
Oitenta por cento do sucesso está aparecendo.,Amazon Translate,Amir
Einstein lançou seus estudos inovadores usando sua formação em matemática e lógica.,Amazon Translate,Amir
Eleger a melhor pessoa é uma vantagem.,Amazon Translate,Amir
A eletricidade alimenta as cidades do mundo.,Amazon Translate,Amir
Dispositivos eletrônicos requerem eletricidade.,Amazon Translate,Amir
A elegância não consiste em vestir um vestido novo.,Amazon Translate,Amir
Os elefantes são muito grandes.,Amazon Translate,Amir
A eliminação dos cursos acelerados de matemática reduz todos os alunos ao baixo nível de habilidades matemáticas e impede a capacidade futura do país de competir em um mercado global.,Amazon Translate,Amir
Adotar o condicionamento físico contribui muito para uma boa saúde.,Amazon Translate,Amir
Emily está pronta para trazer uma representação genuína.,Amazon Translate,Amir
Os empregadores devem implementar medidas para proteger os funcionários contra surtos de COVID.,Amazon Translate,Amir
Garantir que os americanos tenham suas liberdades é crucial durante esse período.,Amazon Translate,Amir
"A inveja, entre outros ingredientes, contém uma mistura do amor pela justiça. Estamos mais zangados com a sorte imerecida do que com a merecida boa sorte.",Amazon Translate,Amir
A igualdade entre todos os homens e a liberdade são verdades evidentes que estão no cerne da democracia.,Amazon Translate,Amir
A igualdade é um direito fundamental.,Amazon Translate,Amir
A igualdade deveria ser a norma nos Estados Unidos hoje.,Amazon Translate,Amir
Estabelecer uma comissão para estudar os efeitos duradouros da escravidão e da discriminação racial e apresentar propostas de reparações é essencial para se aproximar do campo das oportunidades econômicas justas.,Amazon Translate,Amir
