statement,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
The immune system protects against infections and diseases.,The immune system protects against infections and diseases.,4f2113a902,0,1,0,0,0,0,0.9999999531909408,0.9999997873685731,0.9999998702797536
The laws of physics are the poetry written in the stars.,The laws of physics are the poetry written in the stars.,d75c42c011,0,0,0,0,1,0,0.9999999830208567,0.9999998538606985,0.9999999184407755
"The laws of thermodynamics are nature's unwavering commandments, obeyed by all.","The laws of thermodynamics are nature's unwavering commandments, obeyed by all.",8fe4b304f7,0,0,0,1,1,0,0.9999994969041028,0.9999974096259165,0.9999984532644651
The mind’s eye sees art not framed by reason but by reverie.,The mind’s eye sees art not framed by reason but by reverie.,1fb543ba70,1,0,1,1,1,0,0.9999999870807286,0.9999999462383501,0.999999966659539
"The past is a mirror, reflecting lessons not always heeded.","The past is a mirror, reflecting lessons not always heeded.",16faa4164b,1,0,0,1,1,0,0.9999975380327434,0.999999602752255,0.9999985703919663
The past whispers through the echoes of ancient stones and ruins.,The past whispers through the echoes of ancient stones and ruins.,fba50a93b4,0,0,0,1,1,0,0.9841050865118163,0.9999540854748747,0.9919979343698735
"The periodic table is Earth's palette, mixing elements into vibrant creations.","The periodic table is Earth's palette, mixing elements into vibrant creations.",561ab167a8,0,1,0,0,0,0,0.9983051461883452,0.9912882160558336,0.9947904942471067
The periodic table is the alphabet of elemental interactions.,The periodic table is the alphabet of elemental interactions.,e11c21981e,0,1,0,0,0,0,0.9999995028411661,0.9999962310287519,0.9999978669336209
The periodic table organizes elements according to atomic number.,The periodic table organizes elements according to atomic number.,6511d1d86e,0,1,0,0,0,0,0.9526489895238938,0.8192934207437466,0.8834585725403905
"The poles are Earth's icy crowns, reigning over winter's kingdom.","The poles are Earth's icy crowns, reigning over winter's kingdom.",9039cbde29,0,1,0,0,0,0,0.999996764385543,0.9999721511951588,0.9999844577146236
"The road to health is paved with sweat, not shortcuts.","The road to health is paved with sweat, not shortcuts.",d179f90c03,0,1,0,1,1,0,0.9999999753262948,0.999999853860698,0.9999999145934946
The rules of mathematics are the constants in society’s variable equation of values.,The rules of mathematics are the constants in society’s variable equation of values.,aa61302b85,0,0,0,1,1,0,0.9999999909117205,0.9999999217772746,0.9999999563444969
"The skin is nature's shield, guarding the temple of being.","The skin is nature's shield, guarding the temple of being.",905806c1a6,0,0,0,1,1,0,0.7058027550820394,0.16940437781797935,0.34578327979659246
The speed of light in a vacuum remains constant.,The speed of light in a vacuum remains constant.,d4e05c78f8,0,1,0,0,0,0,0.9626920509500893,0.9999243009125285,0.981131579371654
The square root of sixteen is four in arithmetic operations.,The square root of sixteen is four in arithmetic operations.,16a9a13c50,0,1,0,0,0,0,0.9918139768669982,0.9888276820138736,0.9903197037999171
"The sun is a mighty forger, crafting life’s energy on its fiery anvil.","The sun is a mighty forger, crafting life’s energy on its fiery anvil.",805d4d31de,0,0,0,1,1,0,0.9983344578448243,0.998955513073556,0.9986449371800705
The sun rises in the east every morning.,The sun rises in the east every morning.,5999280f4c,0,1,0,0,0,0,0.9999994799243738,0.9999994899243065,0.9999994849243401
The sunset appears red due to atmospheric scattering.,The sunset appears red due to atmospheric scattering.,fd33a47b7f,0,1,0,0,0,0,0.9842283944332139,0.7740949523823658,0.872860946613005
The sunset often paints the sky with breathtaking colors and hues.,The sunset often paints the sky with breathtaking colors and hues.,16fd27700e,0,1,0,0,0,0,0.9999274141706591,0.9999909587296903,0.9999591859454153
"The tundra is Earth's quiet guardian, frozen in time's embrace.","The tundra is Earth's quiet guardian, frozen in time's embrace.",1c69a9d47e,0,1,0,0,1,0,0.9580357027541991,0.9995064828405197,0.978551427210392
The universe breathes in patterns math unfolds in shimmering silks.,The universe breathes in patterns math unfolds in shimmering silks.,72bf6c4d62,0,0,0,0,1,0,0.9985049641281997,0.9999754234680888,0.9992399233112562
The universe dances to the rhythm of quantum uncertainty.,The universe dances to the rhythm of quantum uncertainty.,f2e7895c48,0,0,0,0,0,0,0.999113250035872,0.9999028014559693,0.9995079477836315
The universe's equation; an enigma bounded only by our evolving comprehension.,The universe's equation; an enigma bounded only by our evolving comprehension.,f58ed7602c,0,0,0,1,1,0,0.9999939626216771,0.9999883907978765,0.9999911767058961
Theater reflects societal issues through dramatic cultural storytelling.,Theater reflects societal issues through dramatic cultural storytelling.,d79cb46ab6,1,1,0,1,1,0,0.9998246950627739,0.9999831087656642,0.999903898777055
Theorems are often derived through abstract mathematical reasoning.,Theorems are often derived through abstract mathematical reasoning.,41a7656dd6,0,1,0,1,0,0,0.9999999999999785,0.9999721511969014,0.9999860755014941
Theorems discover patterns invisible to any unaided mortal eye.,Theorems discover patterns invisible to any unaided mortal eye.,e9baf163e6,0,0,0,0,0,0,0.9999990730013233,0.9999684432567376,0.9999837580117559
Theoretical physics often bends subjective interpretations to fit models.,Theoretical physics often bends subjective interpretations to fit models.,5d51e95093,0,0,0,1,1,0,0.9999986819210505,0.99999623102864,0.9999974564740943
"Thermodynamics decrees energy’s restless journey, defining life’s perpetual motion.","Thermodynamics decrees energy’s restless journey, defining life’s perpetual motion.",2994bc4b46,0,0,0,0,0,0,0.9999996081880168,0.9999995498593135,0.9999995790236648
Thermodynamics principles dictate energy transfer and conversion.,Thermodynamics principles dictate energy transfer and conversion.,da836608c3,0,1,0,0,0,0,0.9327886248428889,0.9986590510396515,0.9651620604365782
Thought experiments can expand understanding beyond empirical evidence.,Thought experiments can expand understanding beyond empirical evidence.,d72c1f3dec,1,0,0,1,1,0,0.9999782610560002,0.9999897549013531,0.9999840079621628
"Thought navigates the labyrinth of existence, mapping unseen corridors.","Thought navigates the labyrinth of existence, mapping unseen corridors.",dae58c2302,1,0,0,1,1,0,0.9994505110710334,0.9999868450543012,0.9997186420957808
Time is the canvas upon which nature paints its masterpiece.,Time is the canvas upon which nature paints its masterpiece.,010cb6875e,0,0,0,1,1,0,0.9980811577998786,0.999968443229896,0.9990243548493885
"Time is the philosopher’s shadow, always present, yet elusively intangible.","Time is the philosopher’s shadow, always present, yet elusively intangible.",cf985fd642,0,0,0,1,1,0,0.999010109944945,0.9912878481983056,0.9951414885410402
Time sculpts mountains and memories without asking permission.,Time sculpts mountains and memories without asking permission.,b330c10ef5,0,0,0,1,1,0,0.8176199046217756,0.9998184170299307,0.9041412714676322
"Time walks forward, leaving footprints of change upon history.","Time walks forward, leaving footprints of change upon history.",72740430f3,0,0,0,1,1,0,0.9999999966311183,0.9999999525556028,0.9999999745933603
"Time, like gravity, moves forward regardless of cultural clocks or personal calendars.","Time, like gravity, moves forward regardless of cultural clocks or personal calendars.",62620afc4f,0,1,0,1,1,0,0.9999998073865533,0.9999989201696062,0.9999993637779814
"Time’s relentless march shapes all, carving both rock and resolve.","Time’s relentless march shapes all, carving both rock and resolve.",a43170480e,1,0,0,1,1,0,0.9999988580325667,0.9999929586455119,0.9999959083346889
Topology is the canvas upon which mathematicians sketch dimensions beyond sight.,Topology is the canvas upon which mathematicians sketch dimensions beyond sight.,07d14a7e39,0,0,0,0,0,0,0.9999986528660716,0.9999974096253774,0.9999980312455313
"Tradition whispers in the winds, weaving tales from belief's tapestry.","Tradition whispers in the winds, weaving tales from belief's tapestry.",9d1090bcd8,1,0,0,1,1,0,0.9999996135577169,0.9999966738941408,0.9999981437248486
"Tradition whispers wisdom across generations, shaping human destiny.","Tradition whispers wisdom across generations, shaping human destiny.",1b74952e53,1,0,0,1,1,0,0.9999990711850812,0.9999966738972961,0.9999978725404702
Triangles can be classified by side lengths or angle sizes.,Triangles can be classified by side lengths or angle sizes.,d8f18a5908,0,1,0,0,0,0,0.9999994400478213,0.9999974096230118,0.9999984248349012
Trust is the fragile bridge we build between hearts.,Trust is the fragile bridge we build between hearts.,21b93795f1,1,0,0,1,1,0,0.9999998467028908,0.9999998710325274,0.999999858867709
"Trust is the fragile glass, clear yet breakable under life's weight.","Trust is the fragile glass, clear yet breakable under life's weight.",fcf85329ba,1,0,0,1,1,0,0.9999999769955789,0.9999999630501989,0.9999999700228889
Truth is the impossible mountain summited only by the worthy mind.,Truth is the impossible mountain summited only by the worthy mind.,f25d90831f,1,0,1,1,1,0,0.9999924011793444,0.999933195491152,0.9999627978970678
Truth is the treasure unearthed by the intrepid archaeologist of reason.,Truth is the treasure unearthed by the intrepid archaeologist of reason.,0e3ed4fe6c,1,0,1,1,1,0,0.999999908659933,0.9999997873685917,0.9999998480142606
Truth isn't a mirror; it's an ocean vast and unswayed by views.,Truth isn't a mirror; it's an ocean vast and unswayed by views.,4e087e5687,1,0,1,1,1,0,0.9999814676545355,0.9999984288567426,0.9999899482196785
Using sunscreen protects skin from harmful UV radiation.,Using sunscreen protects skin from harmful UV radiation.,247357b4e0,0,1,0,0,0,0,0.9999998743000161,0.9999999927241525,0.9999999335120826
Vaccination helps build immunity against specific diseases.,Vaccination helps build immunity against specific diseases.,cdbb57b8dd,0,1,0,0,0,0,0.6597860473391115,0.8562656649208947,0.7516329812683537
Vaccines build immunity by exposing the body to pathogens.,Vaccines build immunity by exposing the body to pathogens.,b59216526d,0,1,0,0,0,0,0.9994587006898799,0.9999540854728733,0.9997063623966065
"Valleys are Earth's embraces, cradling life amidst towering peaks.","Valleys are Earth's embraces, cradling life amidst towering peaks.",3ca7eeff4e,0,0,0,0,1,0,0.8355137863881938,0.85626572933477,0.845826117869945
Values are the stars guiding the ship of societal conscience.,Values are the stars guiding the ship of societal conscience.,0cf87626e0,1,0,0,1,1,0,0.9999975427811857,0.9999966738909256,0.9999971083359613
Values guide decision-making and ethical choices.,Values guide decision-making and ethical choices.,249434b4aa,1,0,0,1,1,0,0.999999899325942,0.9999999525555175,0.9999999259407294
Values illuminate paths like stars guiding moral compasses on dark nights.,Values illuminate paths like stars guiding moral compasses on dark nights.,4b06405cbe,1,0,0,1,1,0,0.9859442677407031,0.9999684432317877,0.9929315960961136
Values influence how societies interact with their environments.,Values influence how societies interact with their environments.,d88cfac823,1,0,0,1,1,0,0.9999993636574678,0.9999962310252516,0.9999977973401329
Values light the path on the unpredictable roads of life.,Values light the path on the unpredictable roads of life.,e3ae42ad20,1,0,0,1,1,0,0.999999361635272,0.9999951605459654,0.9999972610884126
Values shape our perception of the reality painted by facts.,Values shape our perception of the reality painted by facts.,14c567057a,1,0,0,1,1,0,0.9999998776615996,0.9999999113620326,0.9999998945118159
"Virtual reality is the dreamscape, blurring the lines between fiction and reality.","Virtual reality is the dreamscape, blurring the lines between fiction and reality.",556fb25f38,0,0,0,1,1,0,0.9820268032094674,0.9999479721558404,0.9909468757062557
Volcanic eruptions create new landmasses and islands over time.,Volcanic eruptions create new landmasses and islands over time.,8196026f0e,0,1,0,0,0,0,0.9999999976846191,0.9999999581303891,0.999999977907504
"Volcanoes are Earth's fiery whispers, speaking from deep within.","Volcanoes are Earth's fiery whispers, speaking from deep within.",621130c731,0,1,0,0,1,0,0.999999698457328,0.9999989201698407,0.9999993093135087
Volcanoes often form along Earth's tectonic plate boundaries.,Volcanoes often form along Earth's tectonic plate boundaries.,1f03b7a576,0,1,0,0,0,0,0.9999936853499514,0.9999974096250963,0.9999955474857901
Walking is the bridge connecting mind and body harmony.,Walking is the bridge connecting mind and body harmony.,6b6c7b04de,0,1,0,1,1,0,0.999999135100449,0.9999962310284544,0.9999976830633975
Washing hands removes germs and decreases illness risk.,Washing hands removes germs and decreases illness risk.,ee52cab69d,0,1,0,0,0,0,0.999999958958919,0.9999994220085595,0.9999996904837033
Water boils at 100 degrees Celsius under normal pressure.,Water boils at 100 degrees Celsius under normal pressure.,c333ac6ba7,0,1,0,0,0,0,0.9999664041046136,0.9998585800471681,0.9999124906225102
"Water is nature’s universal solvent, dissolving life's mysteries drop by drop.","Water is nature’s universal solvent, dissolving life's mysteries drop by drop.",f3c6db335f,0,1,0,0,1,0,0.9092158396948797,0.9373863840733916,0.9231936678258987
Water's boiling point is consistent under standard conditions.,Water's boiling point is consistent under standard conditions.,eb7da5a178,0,1,0,0,0,0,0.9999850589220465,0.9999331954393139,0.9999591268444389
"Waterfalls are the world's natural symphonies, singing timeless songs of gravity.","Waterfalls are the world's natural symphonies, singing timeless songs of gravity.",f7d2dceee2,0,1,0,1,1,0,0.9999998884388069,0.9999979826122521,0.9999989355250755
Wave frequency can be calculated by dividing the wave speed by its wavelength.,Wave frequency can be calculated by dividing the wave speed by its wavelength.,57a565b599,0,1,0,0,0,0,0.9999993322096501,0.999999345049839,0.9999993386297445
Wearing a seatbelt increases safety in vehicle collisions.,Wearing a seatbelt increases safety in vehicle collisions.,2ae8ed7450,0,1,0,0,0,0,0.999999393805211,0.9999974096250057,0.9999984017146162
Weather patterns influence daily human activities.,Weather patterns influence daily human activities.,6369548d7c,0,1,0,0,0,0,0.9999987524059627,0.9999937860252761,0.9999962692125363
Work-life balance impacts personal happiness and job satisfaction.,Work-life balance impacts personal happiness and job satisfaction.,d6b326fae2,1,1,0,1,1,0,0.9816746926672453,0.95653509766617,0.9690233733129819
