statement,statement_r,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,awareness,consensus,commonsensicality
Cicero's wisdom transcends centuries.,Cicero's wisdom transcends centuries.,e70f666f23,1,0,0,1,1,0,0.9969671322455517,0.9873495046227164,0.9921466646357159
Cinema can influence popular culture.,Cinema can influence popular culture.,38366c57d8,1,1,0,1,1,0,0.9999999944945535,0.9999999673919182,0.9999999809432357
Circles have a constant radius.,Circles have a constant radius.,d93ffd2dfa,0,1,0,0,0,0,0.9999418372036861,0.999735809245355,0.9998388179177252
Civic participation strengthens democracy.,Civic participation strengthens democracy.,367ebf7ba3,1,0,0,1,1,0,0.9999999999999996,0.9999999113620353,0.9999999556810164
Civil rights movements championed equality.,Civil rights movements championed equality.,fab1fc2d36,1,0,0,1,1,0,0.999999987638446,0.9999999712234657,0.9999999794309559
Claude Monet pioneered the Impressionist movement.,Claude Monet pioneered the Impressionist movement.,748a46281f,0,1,0,1,1,0,0.9985135604946,0.9999410450003846,0.9992270478364891
Clean hands prevent illness.,Clean hands prevent illness.,54201c70c4,0,1,0,0,0,0,0.9999998967022684,0.9999995498593228,0.9999997232807806
Clean homes are inviting.,Clean homes are inviting.,e97764ec2c,0,1,0,1,1,0,0.9999997517118979,0.9999994220084787,0.9999995868601748
"Clean space, clear mind.","Clean space, clear mind.",43bfd74bd7,0,1,0,1,1,0,0.9999972156000148,0.9999868450546592,0.9999920303138933
Clean water supports life.,Clean water supports life.,dc12d451cc,0,1,0,0,0,0,0.9999999899363065,0.9999999712234631,0.9999999805798847
Cleaning clutter clears the mind.,Cleaning clutter clears the mind.,18e77ca79e,0,1,0,1,1,0,0.9999999999984336,0.9999937860210182,0.9999968930048991
Cleanliness is next to godliness.,Cleanliness is next to godliness.,ad8c886bef,1,1,0,1,1,0,0.9695740620576005,0.9102023612792403,0.9394192890929655
Clear arguments gain agreement.,Clear arguments gain agreement.,17e8a0c644,1,1,0,1,1,1,0.9942923633504183,0.9764955093784338,0.9853537577037769
Clear frameworks guide inquiry.,Clear frameworks guide inquiry.,4a8e237a5f,1,0,0,1,1,0,0.988278008322113,0.9971633390934082,0.9927107326563268
Clear goals guide actions.,Clear goals guide actions.,34653e8cc2,1,0,0,1,1,1,0.9999998429143849,0.9999998861865979,0.9999998645504912
Clear logic disentangles problems.,Clear logic disentangles problems.,60a620f5f5,1,0,0,1,1,0,0.9999984716343052,0.9999540854754805,0.9999762783086207
Clear logic explains phenomena.,Clear logic explains phenomena.,e3ed000eb8,1,1,0,1,1,0,0.9926710991980138,0.9659843365729454,0.9792368116007127
Clear structures elucidate concepts.,Clear structures elucidate concepts.,8a36764b27,0,1,0,1,1,0,0.9244771054872749,0.9986590501521313,0.9608524486378299
Clergy often serve as community leaders.,Clergy often serve as community leaders.,c0d3b62ed2,1,1,0,1,1,0,0.9999993938052267,0.9999998344024872,0.9999996141038326
Clichés often carry profound truths.,Clichés often carry profound truths.,de9d5d4169,1,0,0,1,1,0,0.9964194073804526,0.9999479721581105,0.9981821305899389
Climbing stairs improves fitness.,Climbing stairs improves fitness.,aeb5249c82,0,1,0,0,0,0,0.999999915737849,0.999999422008512,0.9999996688731501
Cloud computing enables collaboration.,Cloud computing enables collaboration.,abb4eeb75a,0,1,0,1,0,0,0.9999988368001408,0.9999966738909345,0.9999977553449528
Clouds are formed from water vapor.,Clouds are formed from water vapor.,ae0a46634d,0,1,0,0,0,0,0.9999993277139827,0.9999989201698545,0.9999991239418978
Clouds precipitate rain.,Clouds precipitate rain.,276c49b0e2,0,1,0,0,0,0,0.9994715223323309,0.9999028015459468,0.9996871386816427
Coffee has a strong aroma.,Coffee has a strong aroma.,df96dfff02,0,1,0,0,0,0,0.9999999648090371,0.9999995498593051,0.9999997573341496
Coherent presentations facilitate understanding.,Coherent presentations facilitate understanding.,a3b9b98cb8,0,1,0,1,0,0,0.9999999866759013,0.9999998123534412,0.9999998995146675
Collaborating harmonizes diverse ideas.,Collaborating harmonizes diverse ideas.,76dd22f2cb,1,0,0,1,1,0,0.9999968322614099,0.9999721511945375,0.9999844916518281
Collaboration boosts creativity.,Collaboration boosts creativity.,feea7df5cc,1,1,0,1,1,0,0.999999863610768,0.9999986134708211,0.9999992385405991
Collaboration drives success.,Collaboration drives success.,d4c4ed329f,1,1,0,1,1,0,0.9999994055638352,0.9999974096256017,0.9999984075942204
Collective action addresses global challenges.,Collective action addresses global challenges.,f613a9b88e,1,1,0,1,1,0,0.9999814676577519,0.9999984288566689,0.9999899482212498
Collective wisdom drives crowdsourcing.,Collective wisdom drives crowdsourcing.,00d640ebc8,1,0,0,1,1,0,0.9048300921277028,0.9992820179444382,0.9508840309723487
Colosseums symbolize ancient civilizations.,Colosseums symbolize ancient civilizations.,b42819b50b,0,1,0,0,0,0,0.9951152326640758,0.9792285317324707,0.9871399233068526
Comforting words ease difficult emotions.,Comforting words ease difficult emotions.,dcea0c474f,1,1,0,1,1,1,0.999999932716798,0.9999997590570405,0.9999998458869155
Comic books blend text and visuals.,Comic books blend text and visuals.,52b899bc63,0,1,0,1,0,0,0.9999999820140549,0.9999999581303878,0.9999999700722213
Common courtesy smooths interactions.,Common courtesy smooths interactions.,1097f43f9e,1,1,0,1,1,1,0.9999999678286388,0.9999999825461493,0.999999975187394
Communal worship strengthens faith.,Communal worship strengthens faith.,8d8140a6e5,1,1,0,1,1,0,0.9999958373812907,0.9999850935137601,0.9999904654330964
Communication builds bridges.,Communication builds bridges.,198839b42a,0,1,0,1,1,0,0.9999998892821887,0.9999990470532026,0.999999468167607
Communion is a central Christian sacrament.,Communion is a central Christian sacrament.,3efe48bd30,1,1,0,1,0,0,0.9999993628661823,0.999997064721352,0.9999982137931069
Complaints should be addressed politely.,Complaints should be addressed politely.,11cf3c0138,1,1,0,1,1,0,0.9999999820841392,0.9999999712234644,0.9999999766538018
Complex numbers include real and imaginary parts.,Complex numbers include real and imaginary parts.,09adc12fab,0,1,0,0,0,0,0.9989706725938385,0.9999883907969643,0.9994794021591809
Compliments are like emotional hugs.,Compliments are like emotional hugs.,4bd35f4323,1,1,0,1,1,0,0.9999799226061415,0.99998310874936,0.9999815156764819
Compliments boost self-esteem.,Compliments boost self-esteem.,ff40137b4e,1,1,0,1,1,1,0.9999998236986227,0.9999992578448271,0.999999540771685
Compliments uplift spirits.,Compliments uplift spirits.,e5cb20ff49,1,1,0,1,1,1,0.999999986776602,0.9999999390801957,0.9999999629283985
Composting kitchen waste enriches garden soil.,Composting kitchen waste enriches garden soil.,4e6602db8a,0,1,0,0,0,0,0.9999988370468692,0.9999998123534252,0.9999993247000283
Composting reduces household waste.,Composting reduces household waste.,993f51a9cc,0,1,0,0,0,0,0.9999998611048867,0.9999994220084423,0.9999996415566403
Computer simulations model complex systems.,Computer simulations model complex systems.,1b19cae761,0,1,0,0,0,0,0.9999822847167259,0.9999951605468727,0.9999887226110756
Concrete weighs more than wood.,Concrete weighs more than wood.,570d616882,0,1,0,0,0,0,0.9999991106337115,0.9999909587292019,0.99999503467315
Confucian texts guide moral behavior.,Confucian texts guide moral behavior.,b0e7e8910d,1,1,0,1,0,0,0.8822981662002202,0.9940042883014732,0.9364871386001757
Confucianism values filial piety and respect.,Confucianism values filial piety and respect.,eae111dcc6,1,1,0,1,1,0,0.9999983075558565,0.9999951605462891,0.9999967340498349
Confucius emphasized moral integrity.,Confucius emphasized moral integrity.,49b321d1d0,1,1,0,1,1,0,0.9947888241040549,0.9999642415694792,0.9973731759060924
Consecutive integers differ by one.,Consecutive integers differ by one.,53973e3f33,0,1,0,0,0,0,0.9999999256389076,0.9999997873686002,0.9999998565037514
Conservation efforts protect endangered species.,Conservation efforts protect endangered species.,1ab779de49,0,1,0,1,1,0,0.9999999957070489,0.9999998538607162,0.9999999247838801
Consistency builds character.,Consistency builds character.,c32ad66520,1,1,0,1,1,0,0.9999614835647994,0.9997358091066763,0.999848639968654
Consistency builds reliable habits.,Consistency builds reliable habits.,84f5dec4c3,1,1,0,1,1,0,0.9999997769540321,0.9999998123534269,0.9999997946537293
Consistency ensures reliability.,Consistency ensures reliability.,2a83ec0cf9,0,1,0,1,0,0,0.9999940413691767,0.9999754234718435,0.9999847323771812
Consistent practice brings mastery.,Consistent practice brings mastery.,6d6d39dd66,1,0,0,1,1,0,0.999999934516899,0.9999996906231372,0.9999998125700106
Constructive criticism aids growth.,Constructive criticism aids growth.,2ccda6f1c1,1,0,0,1,1,1,0.9999999549942654,0.9999997873689888,0.9999998711816236
Cooking at home saves money.,Cooking at home saves money.,dbbb87a240,0,1,0,1,0,0,0.9999998746966613,0.9999992578442645,0.9999995662704153
Cooking teaches patience.,Cooking teaches patience.,9f832180c3,1,1,0,1,1,0,0.9999997978657665,0.9999994220085626,0.9999996099371469
Counting numbers start from one.,Counting numbers start from one.,519a447ac0,0,1,0,0,0,0,0.9997742788672395,0.9990781876411136,0.9994261726515286
Courtesy counts in daily interactions.,Courtesy counts in daily interactions.,4075feed07,1,1,0,1,1,1,0.9999999682787739,0.9999997269758167,0.999999847627288
Cozy nooks invite reading.,Cozy nooks invite reading.,a880bca21b,0,1,0,1,1,1,0.9999981497700315,0.9999920211038948,0.9999950854322681
Crafting homemade gifts shows thoughtfulness.,Crafting homemade gifts shows thoughtfulness.,4c5264c8b1,1,1,0,1,1,1,0.9999999786557501,0.99999972697641,0.9999998528160721
Crafting projects encourage creativity.,Crafting projects encourage creativity.,a1197ad7bc,0,1,0,1,1,0,0.9999999764910997,0.9999998861865992,0.9999999313388485
Creating art relieves stress.,Creating art relieves stress.,ed3200105e,1,1,0,1,1,0,0.9999955208085263,0.9999987763922692,0.9999971485990728
Creative hobbies uplift mood.,Creative hobbies uplift mood.,438247470b,1,1,0,1,1,0,0.9999997714417939,0.9999989201699424,0.9999993458057775
Creativity fuels innovation.,Creativity fuels innovation.,74584530f1,1,0,0,1,1,0,0.99999967062539,0.9999999309686859,0.9999998007970294
Creativity fuels problem-solving.,Creativity fuels problem-solving.,2710ee2b2a,1,0,0,1,1,0,0.9999999758136293,0.9999997873685926,0.9999998815911065
Crime doesn’t pay.,Crime doesn’t pay.,117260d452,1,0,0,1,1,0,0.9999669040921529,0.999858580077265,0.9999127406178194
Crisp air characterizes fall.,Crisp air characterizes fall.,c7be49970b,0,1,0,0,0,0,0.9999991803230067,0.999993786021238,0.9999964831684851
Critical analysis refines models.,Critical analysis refines models.,0841d0712c,0,1,0,1,0,0,0.9972205148132358,0.9999142220868432,0.9985664601409954
Critical thinking identifies errors.,Critical thinking identifies errors.,16af8d535d,1,0,0,1,1,0,0.9999964171093222,0.9999897549110621,0.999993086004644
Cultural dance preserves traditions.,Cultural dance preserves traditions.,9489253829,1,1,0,1,1,0,0.9999999966311404,0.9999999390800784,0.999999967855609
Cultural narratives shape identity.,Cultural narratives shape identity.,8646df7706,1,0,0,1,1,0,0.9999976769578472,0.9999990470532555,0.9999983620053168
Cultural sagas recount historical events.,Cultural sagas recount historical events.,092d217412,1,1,0,1,0,0,0.9996654136463952,0.9998184170001598,0.9997419123962688
Cultural symbols carry deep meanings.,Cultural symbols carry deep meanings.,d3a5dd244e,1,1,0,1,1,0,0.9999999197066857,0.9999998710325141,0.9999998953695995
Curiosity drives learning.,Curiosity drives learning.,4113d2ea8e,1,0,0,1,1,1,0.9999999727026249,0.999999963050198,0.9999999678764114
Curiosity killed the cat.,Curiosity killed the cat.,c29057ce49,1,0,0,1,1,1,0.6823513570249102,0.128419990545117,0.2960195176294744
Cut your coat according to your cloth.,Cut your coat according to your cloth.,5574d57eb4,0,1,0,1,0,0,0.9964106233308603,0.9999831087485695,0.9981952678251353
Cyber hygiene protects against online threats.,Cyber hygiene protects against online threats.,f1c358cd83,0,1,0,1,0,1,0.9999989441590477,0.9999999525555144,0.9999994483571539
Cyber laws shape digital governance.,Cyber laws shape digital governance.,568aeeaa89,0,1,0,1,0,0,0.9999766377782974,0.9998397519188061,0.9999081925061194
Cyber threats require advanced security measures.,Cyber threats require advanced security measures.,0a5e48ed45,0,1,0,1,0,0,0.9999992022542085,0.9999994220084649,0.9999993121313306
Cybersecurity protects sensitive information.,Cybersecurity protects sensitive information.,de2add79cb,0,1,0,1,0,0,0.9999999399136003,0.9999999309686863,0.9999999354411433
Cycling keeps you young.,Cycling keeps you young.,757e0ecf17,0,1,0,1,1,0,0.8678591168872569,0.4954829033081024,0.6557509854340319
Cycling tones leg muscles.,Cycling tones leg muscles.,3d26c32dad,0,1,0,0,0,0,0.9999998395709829,0.999999257844101,0.9999995487074996
Cyprus blends many cultures.,Cyprus blends many cultures.,a8a4498b20,0,1,0,1,0,0,0.9972651229569144,0.9997358091023052,0.9984997018471466
DNA carries genetic information.,DNA carries genetic information.,601305e07d,0,1,0,0,0,0,0.9999998248727251,0.9999989201699206,0.9999993725212205
Daily routines provide structure.,Daily routines provide structure.,4365327889,1,1,0,1,0,0,0.999999983020856,0.9999998538606869,0.9999999184407694
Dali's surrealism challenged perceptions of reality.,Dali's surrealism challenged perceptions of reality.,6c499bb969,1,0,0,1,1,0,0.9999914235452092,0.999954085471566,0.9999727543341164
Dance expresses human emotion.,Dance expresses human emotion.,91c976dac7,1,1,0,1,1,0,0.9999998182101622,0.9999998861866041,0.9999998521983825
Dance performances tell compelling stories.,Dance performances tell compelling stories.,4225dbdb31,1,1,0,1,1,0,0.9948110815579743,0.9998751962171774,0.9973399246855618
Dancing releases endorphins.,Dancing releases endorphins.,329643aa02,0,1,0,0,0,0,0.9999879351147669,0.9999962310286911,0.9999920830631261
Data analysis reveals trends.,Data analysis reveals trends.,89905f9fb8,0,1,0,1,0,0,0.9999991425409865,0.9999991590274121,0.9999991507841993
Data encryption ensures privacy.,Data encryption ensures privacy.,e3ba9f7462,0,1,0,0,0,0,0.9839235501296195,0.8562655499971729,0.91787790027155
Data visualization aids understanding.,Data visualization aids understanding.,96a1ce7657,0,1,0,1,0,0,0.999999972006881,0.99999915902723,0.9999995655169729
Daylight follows dawn.,Daylight follows dawn.,881e206650,0,1,0,0,0,0,0.9999996824341065,0.9999982196613907,0.9999989510474812
Decorating for holidays brings joyful spirit.,Decorating for holidays brings joyful spirit.,00a5bfb62b,1,1,0,1,1,0,0.9999983075557004,0.9999883907975128,0.9999933491643138
Deforestation leads to loss of biodiversity.,Deforestation leads to loss of biodiversity.,6f3c37b95f,0,1,0,0,0,0,0.9999997522020747,0.9999999113620335,0.999999831782051
"Deism believes in a distant, non-interventionist God.","Deism believes in a distant, non-interventionist God.",ca307f9ed9,1,0,0,1,1,0,0.9993256870520097,0.9998585801732086,0.9995920981012398
Democratic values underpin good governance.,Democratic values underpin good governance.,2c183d3dd6,1,0,0,1,1,0,0.9999946654022823,0.9999754234892942,0.9999850443995062
Denmark boasts high quality of life.,Denmark boasts high quality of life.,bdbc79f17f,1,1,0,1,1,0,0.9999985767724421,0.9999977140003068,0.9999981453862814
Denmark's design is top-notch.,Denmark's design is top-notch.,2693695b7a,1,1,0,1,1,0,0.5953496127647866,3.68594044175552e-14,1.4813585705943094e-07
Dental floss removes plaque and food particles.,Dental floss removes plaque and food particles.,b8d96ab999,0,1,0,0,0,0,0.9999999589590891,0.9999994220084036,0.9999996904837104
Derivatives measure rates of change.,Derivatives measure rates of change.,f96312cfe9,0,1,0,1,0,0,0.7058163875340201,0.9998751962198831,0.8400763649697492
"Descartes' ""Cogito, ergo sum"" emphasizes self-awareness.","Descartes' ""Cogito, ergo sum"" emphasizes self-awareness.",bd9b7a2302,1,0,0,1,1,0,0.9964253272005285,0.9999243009047394,0.9981732809010491
Desert sand is very hot.,Desert sand is very hot.,20bc4f8242,0,1,0,0,0,0,0.9999843662796856,0.9999331954265765,0.9999587805258106
Deserts are arid.,Deserts are arid.,44f66d0f5c,0,1,0,0,0,0,0.9999999640999754,0.9999997873685971,0.9999998757342823
Detecting patterns aids in predictions.,Detecting patterns aids in predictions.,5d497a12d7,0,0,0,1,0,1,0.9999999138802392,0.9999998344028078,0.9999998741415227
