statement_number,statement,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,category,elicitation
1252,if alex takes sam's family alex will feel responsible for the family,0,0,0,0,0,1,General reference,situation response
1253,if alex takes sam's family alex will kill the kid,1,1,0,1,0,1,People and self,situation response
1254,if alex takes sam's family out to dinner sam will be grateful,1,1,0,1,0,1,People and self,situation response
1255,if alex takes sam's shot at success sam will be upset,0,0,0,0,1,1,Health and fitness,situation response
1256,if alex takes sam's shot run away from sam,1,1,0,1,1,1,Human activities,situation response
1257,if alex takes sam's shot they will turn themselves in to the cops,0,0,0,0,0,1,General reference,situation response
1258,if alex takes some medicine they will feel better in a few hours,0,0,0,0,0,1,Health and fitness,situation response
1259,if alex takes some medicine they would take the wrong kind for their ailments,0,0,0,0,1,0,Human activities,situation response
1260,if alex takes the car he will drive into a lake because he wasn't paying attention,0,1,1,1,0,1,Human activities,situation response
1261,if alex takes the car then they will drive until the car runs out of gas and park on the side of the road,0,1,0,0,0,1,Religion and belief systems,situation response
1262,if alex takes the puppy they will announce it on social media,1,1,0,1,0,1,People and self,situation response
1263,if alex takes the puppy they will disguise how it looks,1,1,0,1,0,1,General reference,situation response
1264,if alex takes the trash out they may put it in the recycling bin instead,1,0,0,0,1,1,Health and fitness,situation response
1265,if alex takes the trash out they will do it early enough for the trash man to get it,0,0,0,1,1,1,Human activities,situation response
1266,if alex takes time off alex will spend the time both relaxing and catching up on work that's needed at home,0,0,0,0,0,1,Culture and the arts,situation response
1267,if alex takes time off alex will spend the time partying and recklessly spending money,1,0,0,1,0,1,People and self,situation response
1268,if alex tans sam's hide they'll deserve it,0,0,1,0,1,0,Culture and the arts,situation response
1269,if alex tans sam's hide they'll miss a spot,0,1,0,0,0,0,General reference,situation response
1270,if alex teaches sam anything sam gets more ignorant,0,0,0,0,1,1,General reference,situation response
1271,if alex teaches sam anything sam will be very grateful,1,1,0,1,1,1,Human activities,situation response
1272,if alex teaches sam anything sam will punch alex,0,0,0,0,1,1,Geography and places,situation response
1273,if alex teaches sam anything then sam is dumber now,0,0,0,0,0,1,Geography and places,situation response
1274,if alex tells sam had the flu alex will maintain a distance and take other precautions e g vaccination,1,1,0,1,0,1,People and self,situation response
1275,if alex tells sam had the flu they will avoid sam,0,1,0,0,1,0,General reference,situation response
1276,if alex tells sam had the flu they would ask sam to share their drink with them,1,1,0,1,1,1,Health and fitness,situation response
1277,if alex tells sam had the flu they would keep their distance and not share food or drinks with sam,1,1,0,1,1,1,Human activities,situation response
1278,if alex tells sam's anything then they might speak in a language that the second person doesn't understand,0,0,0,0,0,1,General reference,situation response
1279,if alex texts sam back he will get annoyed if he doesn't get a reply immediately,0,1,0,1,0,1,Health and fitness,situation response
1280,if alex texts sam back he'll patiently await a response,0,1,0,0,0,1,General reference,situation response
1281,if alex throws sam a surprise birthday party alex would tell all of the invitees to tell sam about it beforehand,1,1,0,1,0,1,People and self,situation response
1282,if alex throws sam a surprise birthday party he she is careful to consider what sam would enjoy,0,0,0,0,0,1,Religion and belief systems,situation response
1283,if alex throws sam a surprise party but makes sure to tell no one who can't keep a secret about it,0,0,0,0,0,1,Religion and belief systems,situation response
1284,if alex throws sam a surprise party but posts publicly on facebook that they're planning a surprise party for sam,0,0,0,0,1,1,Health and fitness,situation response
1285,if alex throws sam a surprise party he will invite too many people,1,1,0,1,1,1,Human activities,situation response
1286,if alex throws sam a surprise party he will keep it a surprise,0,0,0,0,0,1,General reference,situation response
1287,if alex throws sam a surprise party they will not let on about the party so that it will truly be a surprise,1,1,0,1,1,1,People and self,situation response
1288,if alex tosses it back alex forgets to catch it,0,0,0,1,1,1,Human activities,situation response
1289,if alex tosses it back tails is the practice of throwing a coin in the air,0,1,1,0,1,0,History and events,situation response
1290,if alex tosses it back then sam will walk away,0,0,0,0,0,1,People and self,situation response
1291,if alex tries to reassure sam alex will give examples to sam when they succeeded,0,0,0,0,1,1,Culture and the arts,situation response
1292,if alex tries to reassure sam he will be nonjudgmental,0,1,0,1,0,1,People and self,situation response
1293,if alex tries to reassure sam they may end up giving bad advice,1,1,0,1,1,1,People and self,situation response
1294,if alex tries to reassure sam they will fail and tell sam that they are stupid,0,0,0,0,0,1,People and self,situation response
1295,if alex turns sam away alex is a fool to behave injuriously and burn a bridge,1,0,0,1,1,1,General reference,situation response
1296,if alex turns sam away he would still stay still and stare,0,0,0,1,1,1,Human activities,situation response
1297,if alex turns sam away he would walk away with pride,1,1,0,1,1,1,People and self,situation response
1298,if alex turns things around he she would keep mopping,0,0,0,0,1,1,Human activities,situation response
1299,if alex uploads the video alex expects there would be some viewers,0,0,0,0,0,1,General reference,situation response
1300,if alex uploads the video alex forgets to publish it,0,0,0,0,1,0,Geography and places,situation response
1301,if alex uploads the video he will click the delete button if it was a mistake,1,1,0,1,0,1,Technology and applied sciences,situation response
1302,if alex uploads the video he will unplug the computer if it was a mistake,0,1,1,1,1,1,General reference,situation response
1303,if alex uploads the video he would pay attention to the aftermath,0,0,0,0,0,1,Culture and the arts,situation response
1304,if alex uploads the video he wouldn't care for the outcome,0,0,0,0,1,1,General reference,situation response
1305,if alex walks around a bit they will not move,0,1,0,0,0,1,Culture and the arts,situation response
1306,if alex wants a new look he change his style and outfits,0,0,1,1,0,1,Human activities,situation response
1307,if alex wants a new look he she is a fool to betray their own sense of style in favor of being trendy,1,1,0,1,1,1,People and self,situation response
1308,if alex wants a new look he she is careful to consider their own sense of style before considering what is trendy,0,0,0,0,1,1,Human activities,situation response
1309,if alex wants a new look they only consider a single option,1,0,0,1,1,1,People and self,situation response
1310,if alex wants someone to mow their lawn it gets done by a company,0,0,0,0,0,1,General reference,situation response
1311,if alex wants someone to take their trash out it is because they are too lazy to do it themselves,0,0,0,0,0,1,People and self,situation response
1312,if alex wants to be a teacher Morgan will discourage alex with negative reasons of becoming a teacher,0,0,0,0,0,1,Human activities,situation response
1313,if alex wants to be a teacher they will simply show up at a school and ask for a job,1,1,0,1,0,1,Human activities,situation response
1314,if alex wants to be a teacher they would apply for a teaching position,1,1,0,0,1,1,General reference,situation response
1315,if alex wants to be a teacher they would become a painter,1,1,0,1,0,1,People and self,situation response
